Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,match_id
9,7,5,2,0,180.00,1,caught,1,v South Africa,Bridgetown,29 Jun 2024,T20I # 2729
40*,38,37,5,1,108.10,3,not out,2,v Baroda,Wankhede,3 Apr 2007,Twenty20
101*,74,45,13,5,224.44,3,not out,2,v Gujarat,Brabourne,4 Apr 2007,Twenty20
13,10,11,0,1,118.18,3,caught,1,v Saurashtra,Wankhede,5 Apr 2007,Twenty20
18,11,11,2,1,163.63,3,caught,2,v Maharashtra,Brabourne,6 Apr 2007,Twenty20
25,26,26,1,1,96.15,4,bowled,2,v Tamil Nadu,Ahmedabad,16 Apr 2007,Twenty20
0,1,1,0,0,0.00,3,caught,2,v Haryana,Ahmedabad,17 Apr 2007,Twenty20
39,28,25,4,2,156.00,3,caught,1,v M. Pradesh,Ahmedabad,18 Apr 2007,Twenty20
16,20,16,1,0,100.00,3,caught,1,v Bengal,Ahmedabad,19 Apr 2007,Twenty20
DNB,-,-,-,-,-,-,-,1,v England,Durban,19 Sep 2007,T20I # 40
50*,52,40,7,2,125.00,5,not out,1,v South Africa,Durban,20 Sep 2007,T20I # 43
8*,11,5,0,1,160.00,6,not out,1,v Australia,Durban,22 Sep 2007,T20I # 45
30*,22,16,2,1,187.50,6,not out,1,v Pakistan,Johannesburg,24 Sep 2007,T20I # 46
DNB,-,-,-,-,-,-,-,2,v Australia,Brabourne,20 Oct 2007,T20I # 47
8,15,8,1,0,100.00,5,bowled,1,v Australia,Melbourne,1 Feb 2008,T20I # 52
0,-,3,0,0,0.00,5,caught,1,v KKR,Eden Gardens,20 Apr 2008,Twenty20
66,-,36,6,4,183.33,5,caught,1,v Daredevils,Hyderabad,22 Apr 2008,Twenty20
36,-,30,3,1,120.00,5,caught,1,v RR,Hyderabad,24 Apr 2008,Twenty20
DNB,-,-,-,-,-,-,-,2,v MI,DY Patil,27 Apr 2008,Twenty20
76*,-,42,10,2,180.95,4,not out,1,v Kings XI,Hyderabad,1 May 2008,Twenty20
57,-,42,5,3,135.71,4,caught,2,v RCB,Bengaluru,3 May 2008,Twenty20
23,-,17,2,1,135.29,4,caught,2,v CSK,Chennai,6 May 2008,Twenty20
5,-,8,0,0,62.50,4,run out,1,v RR,Jaipur,9 May 2008,Twenty20
33,-,24,3,2,137.50,4,caught,2,v KKR,Hyderabad,11 May 2008,Twenty20
35,-,18,3,2,194.44,4,bowled,2,v Daredevils,Delhi,15 May 2008,Twenty20
6,-,10,1,0,60.00,3,lbw,2,v MI,Hyderabad,18 May 2008,Twenty20
50,-,27,3,4,185.18,3,bowled,1,v Kings XI,Mohali,23 May 2008,Twenty20
17,-,16,2,0,106.25,3,caught,1,v RCB,Hyderabad,25 May 2008,Twenty20
4,13,11,0,0,36.36,6,caught,2,v Sri Lanka,Colombo (RPS),10 Feb 2009,T20I # 82
7,9,7,0,1,100.00,4,caught,1,v New Zealand,Christchurch,25 Feb 2009,T20I # 84
36*,-,32,3,2,112.50,4,not out,2,v KKR,Cape Town,19 Apr 2009,Twenty20
52,-,30,1,5,173.33,4,caught,1,v RCB,Cape Town,22 Apr 2009,Twenty20
3,-,5,0,0,60.00,4,caught,1,v MI,Durban,25 Apr 2009,Twenty20
18,-,19,0,1,94.73,4,caught,2,v CSK,Durban,27 Apr 2009,Twenty20
17,-,20,2,0,85.00,4,caught,1,v Daredevils,Centurion,30 Apr 2009,Twenty20
38,51,32,2,2,118.75,4,caught,1,v RR,Gqeberha,2 May 2009,Twenty20
21,-,20,2,1,105.00,4,caught,2,v CSK,East London,4 May 2009,Twenty20
38,-,36,2,1,105.55,4,caught,1,v MI,Centurion,6 May 2009,Twenty20
9,-,15,1,0,60.00,4,caught,1,v Kings XI,Kimberley,9 May 2009,Twenty20
9,-,14,0,0,64.28,3,stumped,1,v RR,Kimberley,11 May 2009,Twenty20
6,-,7,1,0,85.71,3,caught,2,v Daredevils,Durban,13 May 2009,Twenty20
32*,-,13,3,2,246.15,5,not out,2,v KKR,Johannesburg,16 May 2009,Twenty20
42,-,26,3,3,161.53,5,bowled,2,v Kings XI,Johannesburg,17 May 2009,Twenty20
12,-,12,1,0,100.00,5,caught,2,v RCB,Centurion,21 May 2009,Twenty20
5*,-,11,0,0,45.45,6,not out,2,v Daredevils,Centurion,22 May 2009,Twenty20
24,-,23,1,1,104.34,5,caught,1,v RCB,Johannesburg,24 May 2009,Twenty20
36,34,23,3,2,156.52,2,bowled,1,v Bangladesh,Nottingham,6 Jun 2009,T20I # 93
52*,61,45,4,1,115.55,2,not out,2,v Ireland,Nottingham,10 Jun 2009,T20I # 101
5,6,3,1,0,166.66,2,caught,1,v West Indies,Lord's,12 Jun 2009,T20I # 105
9,7,8,1,0,112.50,2,bowled,2,v England,Lord's,14 Jun 2009,T20I # 109
29,39,28,3,0,103.57,2,caught,2,v South Africa,Nottingham,16 Jun 2009,T20I # 113
24,-,21,3,0,114.28,5,caught,1,v Somerset,Hyderabad,10 Oct 2009,Twenty20
25,-,24,3,0,104.16,5,caught,2,v Trinidad & T,Hyderabad,14 Oct 2009,Twenty20
47,27,26,4,3,180.76,3,caught,1,v Baroda,Poona,20 Oct 2009,Twenty20
43*,44,33,3,2,130.30,4,not out,2,v Gujarat,Poona,21 Oct 2009,Twenty20
41,40,27,4,2,151.85,4,run out,1,v Saurashtra,Pune,22 Oct 2009,Twenty20
5,5,7,1,0,71.42,4,run out,2,v Maharashtra,Pune,24 Oct 2009,Twenty20
3,-,4,0,0,75.00,5,run out,2,v Sri Lanka,Nagpur,9 Dec 2009,T20I # 126
13,-,12,2,0,108.33,5,caught,2,v KKR,DY Patil,12 Mar 2010,Twenty20
19*,-,10,2,1,190.00,5,not out,1,v CSK,Chennai,14 Mar 2010,Twenty20
1,-,2,0,0,50.00,5,run out,1,v Kings XI,Cuttack,19 Mar 2010,Twenty20
45,-,30,3,3,150.00,5,caught,1,v Daredevils,Cuttack,21 Mar 2010,Twenty20
49,-,35,2,3,140.00,5,caught,1,v RR,Ahmedabad,26 Mar 2010,Twenty20
45,-,28,3,2,160.71,5,bowled,2,v MI,DY Patil,28 Mar 2010,Twenty20
2,-,6,0,0,33.33,5,bowled,2,v KKR,Eden Gardens,1 Apr 2010,Twenty20
11,-,13,0,0,84.61,5,caught,2,v MI,Brabourne,3 Apr 2010,Twenty20
73,-,44,8,2,165.90,3,caught,2,v RR,Nagpur,5 Apr 2010,Twenty20
6,-,5,1,0,120.00,4,caught,2,v RCB,Bengaluru,8 Apr 2010,Twenty20
8,-,15,0,0,53.33,4,caught,2,v CSK,Nagpur,10 Apr 2010,Twenty20
51,-,46,7,0,110.86,4,caught,1,v RCB,Nagpur,12 Apr 2010,Twenty20
68*,-,38,6,3,178.94,4,not out,2,v Kings XI,Dharamsala,16 Apr 2010,Twenty20
11,-,9,2,0,122.22,4,caught,1,v Daredevils,Delhi,18 Apr 2010,Twenty20
2,-,5,0,0,40.00,4,caught,2,v CSK,DY Patil,22 Apr 2010,Twenty20
0,-,4,0,0,0.00,4,caught,1,v RCB,DY Patil,24 Apr 2010,Twenty20
79*,65,46,4,6,171.73,4,not out,2,v Australia,Bridgetown,7 May 2010,T20I # 165
5,10,8,1,0,62.50,4,caught,2,v West Indies,Bridgetown,9 May 2010,T20I # 169
DNB,-,-,-,-,-,-,-,1,v Sri Lanka,Gros Islet,11 May 2010,T20I # 173
10,22,15,1,0,66.66,4,stumped,2,v Zimbabwe,Harare,12 Jun 2010,T20I # 182
0*,1,0,0,0,-,5,not out,2,v Zimbabwe,Harare,13 Jun 2010,T20I # 183
53,38,34,5,2,155.88,3,caught,1,v South Africa,Durban,9 Jan 2011,T20I # 196
24,23,22,4,0,109.09,4,caught,1,v Haryana,Hyderabad,12 Mar 2011,Twenty20
27*,-,30,3,0,90.00,4,not out,2,v Daredevils,Delhi,10 Apr 2011,Twenty20
DNB,-,-,-,-,-,-,-,2,v RCB,Bengaluru,12 Apr 2011,Twenty20
DNB,-,-,-,-,-,-,-,1,v Kochi,Wankhede,15 Apr 2011,Twenty20
20*,-,18,1,1,111.11,4,not out,2,v Warriors,Wankhede,20 Apr 2011,Twenty20
87,-,48,8,5,181.25,4,caught,1,v CSK,Wankhede,22 Apr 2011,Twenty20
56*,-,34,5,3,164.70,5,not out,1,v Chargers,Hyderabad,24 Apr 2011,Twenty20
13,-,22,1,0,59.09,4,caught,1,v RR,Jaipur,29 Apr 2011,Twenty20
18,-,11,3,0,163.63,5,caught,1,v Kings XI,Wankhede,2 May 2011,Twenty20
12,-,20,0,0,60.00,4,caught,1,v Warriors,DY Patil,4 May 2011,Twenty20
49,-,32,2,3,153.12,4,caught,1,v Daredevils,Wankhede,7 May 2011,Twenty20
5,-,5,1,0,100.00,3,stumped,2,v Kings XI,Mohali,10 May 2011,Twenty20
4,-,6,1,0,66.66,4,caught,2,v Chargers,Wankhede,14 May 2011,Twenty20
58,-,47,5,1,123.40,4,stumped,1,v RR,Wankhede,20 May 2011,Twenty20
10,-,9,1,0,111.11,4,caught,2,v KKR,Eden Gardens,22 May 2011,Twenty20
0,-,0,0,0,-,3,run out,2,v KKR,Wankhede,25 May 2011,Twenty20
13,-,15,1,0,86.66,4,caught,2,v RCB,Chennai,27 May 2011,Twenty20
26,33,23,0,2,113.04,6,bowled,1,v West Indies,Port of Spain,4 Jun 2011,T20I # 200
30,30,28,1,1,107.14,4,bowled,1,v Kent,Canterbury,26 Aug 2011,Twenty20
29,27,21,1,2,138.09,5,caught,1,v Leics,Leicester,29 Aug 2011,Twenty20
1,7,3,0,0,33.33,5,stumped,1,v England,Manchester,31 Aug 2011,T20I # 204
32,49,32,2,0,100.00,3,caught,2,v Saurashtra,Rajkot,22 Oct 2011,Twenty20
68,67,37,9,1,183.78,3,caught,1,v Maharashtra,Rajkot,24 Oct 2011,Twenty20
0,2,1,0,0,0.00,5,bowled,2,v Australia,Sydney,1 Feb 2012,T20I # 217
DNB,-,-,-,-,-,-,-,2,v Australia,Melbourne,3 Feb 2012,T20I # 218
7,-,6,1,0,116.66,4,caught,1,v Tamil Nadu,Brabourne,24 Mar 2012,Twenty20
16,-,16,2,0,100.00,4,caught,1,v Punjab,Mumbai,26 Mar 2012,Twenty20
DNB,-,-,-,-,-,-,-,2,v South Africa,Johannesburg,30 Mar 2012,T20I # 242
0,7,3,0,0,0.00,3,caught,2,v CSK,Chennai,4 Apr 2012,Twenty20
1,9,6,0,0,16.66,3,caught,2,v Warriors,Wankhede,6 Apr 2012,Twenty20
73*,84,50,4,5,146.00,3,not out,2,v Chargers,Visakhapatnam,9 Apr 2012,Twenty20
21,14,13,2,1,161.53,3,bowled,1,v RR,Wankhede,11 Apr 2012,Twenty20
29,37,27,5,0,107.40,3,caught,1,v Daredevils,Wankhede,16 Apr 2012,Twenty20
2,4,5,0,0,40.00,3,caught,1,v Kings XI,Wankhede,22 Apr 2012,Twenty20
50,48,30,3,3,166.66,3,caught,2,v Kings XI,Mohali,25 Apr 2012,Twenty20
12,11,6,1,1,200.00,3,caught,2,v Daredevils,Delhi,27 Apr 2012,Twenty20
42,-,48,4,1,87.50,3,caught,2,v Chargers,Wankhede,29 Apr 2012,Twenty20
3,6,5,0,0,60.00,3,run out,1,v Warriors,Pune,3 May 2012,Twenty20
60,74,46,6,2,130.43,3,bowled,2,v CSK,Wankhede,6 May 2012,Twenty20
0,3,3,0,0,0.00,3,lbw,1,v RCB,Wankhede,9 May 2012,Twenty20
109*,76,60,12,5,181.66,3,not out,1,v KKR,Eden Gardens,12 May 2012,Twenty20
5,15,7,1,0,71.42,3,caught,2,v RCB,Bengaluru,14 May 2012,Twenty20
12,38,14,1,0,85.71,4,caught,2,v KKR,Wankhede,16 May 2012,Twenty20
DNB,-,-,-,-,-,-,-,2,v RR,Jaipur,20 May 2012,Twenty20
14,-,19,0,0,73.68,3,caught,2,v CSK,Bengaluru,23 May 2012,Twenty20
52,45,36,5,2,144.44,3,caught,1,v W. Indies A,Port of Spain,23 Jun 2012,Twenty20
3,4,4,0,0,75.00,3,run out,1,v W. Indies A,Port of Spain,24 Jun 2012,Twenty20
DNB,-,-,-,-,-,-,-,1,v Sri Lanka,Pallekele,7 Aug 2012,T20I # 255
4*,2,2,0,0,200.00,6,not out,2,v New Zealand,Chennai,11 Sep 2012,T20I # 261
1*,2,1,0,0,100.00,7,not out,1,v Afghanistan,Colombo (RPS),19 Sep 2012,T20I # 265
55*,48,33,5,1,166.66,4,not out,1,v England,Colombo (RPS),23 Sep 2012,T20I # 272
1,5,2,0,0,50.00,5,bowled,1,v Australia,Colombo (RPS),28 Sep 2012,T20I # 278
DNB,-,-,-,-,-,-,-,2,v Pakistan,Colombo (RPS),30 Sep 2012,T20I # 282
25,48,27,2,0,92.59,4,lbw,1,v South Africa,Colombo (RPS),2 Oct 2012,T20I # 286
27,35,27,2,1,100.00,3,bowled,1,v Lions,Johannesburg,14 Oct 2012,Twenty20
25,31,23,1,1,108.69,3,bowled,1,v Yorkshire,Cape Town,18 Oct 2012,Twenty20
32,38,26,1,3,123.07,3,caught,2,v CSK,Johannesburg,20 Oct 2012,Twenty20
16,16,19,2,1,84.21,3,run out,2,v Sixers,Durban,22 Oct 2012,Twenty20
24,28,19,1,1,126.31,5,bowled,1,v England,Wankhede,22 Dec 2012,T20I # 294
2,8,2,0,0,100.00,7,run out,1,v Pakistan,Bengaluru,25 Dec 2012,T20I # 296
4*,1,2,1,0,200.00,7,not out,1,v Pakistan,Ahmedabad,28 Dec 2012,T20I # 298
11,21,11,1,0,100.00,4,bowled,2,v RCB,Bengaluru,4 Apr 2013,Twenty20
8,13,10,1,0,80.00,4,caught,1,v CSK,Chennai,6 Apr 2013,Twenty20
74*,87,50,4,5,148.00,4,not out,1,v Daredevils,Wankhede,9 Apr 2013,Twenty20
62*,56,32,3,5,193.75,4,not out,1,v Warriors,Wankhede,13 Apr 2013,Twenty20
2,12,7,0,0,28.57,4,caught,2,v RR,Jaipur,17 Apr 2013,Twenty20
73,64,43,5,5,169.76,4,caught,1,v Daredevils,Delhi,21 Apr 2013,Twenty20
34,40,28,1,2,121.42,4,caught,2,v KKR,Eden Gardens,24 Apr 2013,Twenty20
10,10,8,1,0,125.00,4,run out,1,v RCB,Wankhede,27 Apr 2013,Twenty20
79*,69,39,6,6,202.56,4,not out,1,v Kings XI,Wankhede,29 Apr 2013,Twenty20
22,29,22,2,0,100.00,4,caught,1,v SRH,Hyderabad,1 May 2013,Twenty20
39*,45,30,3,1,130.00,5,not out,1,v CSK,Wankhede,5 May 2013,Twenty20
16,18,11,1,1,145.45,4,caught,1,v KKR,Wankhede,7 May 2013,Twenty20
37,58,41,3,0,90.24,4,caught,2,v Warriors,Pune,11 May 2013,Twenty20
20*,40,15,0,2,133.33,4,not out,2,v SRH,Wankhede,13 May 2013,Twenty20
14,-,9,2,0,155.55,4,caught,1,v RR,Wankhede,15 May 2013,Twenty20
25,36,25,2,1,100.00,4,bowled,2,v Kings XI,Dharamsala,18 May 2013,Twenty20
8,13,15,0,0,53.33,4,caught,2,v CSK,Delhi,21 May 2013,Twenty20
2,5,8,0,0,25.00,4,bowled,2,v RR,Eden Gardens,24 May 2013,Twenty20
2,10,5,0,0,40.00,4,caught,1,v CSK,Eden Gardens,26 May 2013,Twenty20
44,47,37,3,2,118.91,4,caught,1,v RR,Jaipur,21 Sep 2013,Twenty20
20,18,17,2,0,117.64,4,caught,2,v Lions,Jaipur,27 Sep 2013,Twenty20
51*,42,24,3,4,212.50,4,not out,2,v Scorchers,Delhi,2 Oct 2013,Twenty20
25,22,22,1,2,113.63,4,bowled,2,v Trinidad & T,Delhi,5 Oct 2013,Twenty20
33,28,14,3,2,235.71,4,caught,1,v RR,Delhi,6 Oct 2013,Twenty20
8,8,8,0,1,100.00,1,caught,2,v Australia,Rajkot,10 Oct 2013,T20I # 331
24,41,21,1,2,114.28,1,bowled,2,v Pakistan,Mirpur,21 Mar 2014,T20I # 378
62*,83,55,5,2,112.72,1,not out,2,v West Indies,Mirpur,23 Mar 2014,T20I # 382
56,60,44,5,1,127.27,1,caught,2,v Bangladesh,Mirpur,28 Mar 2014,T20I # 389
5,1,3,1,0,166.66,1,caught,1,v Australia,Mirpur,30 Mar 2014,T20I # 393
24,17,13,4,1,184.61,1,caught,2,v South Africa,Mirpur,4 Apr 2014,T20I # 399
29,41,26,3,0,111.53,1,caught,1,v Sri Lanka,Mirpur,6 Apr 2014,T20I # 400
27,33,20,0,1,135.00,4,caught,2,v KKR,Abu Dhabi,16 Apr 2014,Twenty20
2,9,5,0,0,40.00,4,caught,1,v RCB,Dubai (DICS),19 Apr 2014,Twenty20
50,60,41,3,2,121.95,4,caught,1,v CSK,Dubai (DICS),25 Apr 2014,Twenty20
4,7,5,0,0,80.00,1,run out,1,v Daredevils,Sharjah,27 Apr 2014,Twenty20
1,6,5,0,0,20.00,2,bowled,2,v SRH,Dubai (DICS),30 Apr 2014,Twenty20
39,64,34,4,2,114.70,4,caught,2,v Kings XI,Wankhede,3 May 2014,Twenty20
59*,66,35,3,4,168.57,4,not out,1,v RCB,Wankhede,6 May 2014,Twenty20
19,28,19,1,0,100.00,4,caught,1,v CSK,Wankhede,10 May 2014,Twenty20
14*,16,6,3,0,233.33,4,not out,2,v SRH,Hyderabad,12 May 2014,Twenty20
51,62,45,4,2,113.33,4,bowled,1,v KKR,Cuttack,14 May 2014,Twenty20
40,23,19,3,4,210.52,4,run out,1,v RR,Ahmedabad,19 May 2014,Twenty20
18,25,20,2,0,90.00,4,caught,2,v Kings XI,Mohali,21 May 2014,Twenty20
30,25,21,4,0,142.85,3,bowled,1,v Daredevils,Wankhede,23 May 2014,Twenty20
16,23,11,1,1,145.45,5,caught,2,v RR,Wankhede,25 May 2014,Twenty20
20,-,16,3,0,125.00,4,caught,1,v CSK,Brabourne,28 May 2014,Twenty20
98*,85,65,12,4,150.76,1,not out,1,v KKR,Eden Gardens,8 Apr 2015,Twenty20
0,1,2,0,0,0.00,1,lbw,2,v Kings XI,Wankhede,12 Apr 2015,Twenty20
0,-,5,0,0,0.00,4,caught,1,v RR,Ahmedabad,14 Apr 2015,Twenty20
50,60,31,5,1,161.29,4,caught,1,v CSK,Wankhede,17 Apr 2015,Twenty20
42,28,15,3,4,280.00,4,caught,1,v RCB,Bengaluru,19 Apr 2015,Twenty20
30,40,24,0,2,125.00,4,caught,2,v Daredevils,Delhi,23 Apr 2015,Twenty20
24,30,15,2,1,160.00,4,caught,1,v SRH,Wankhede,25 Apr 2015,Twenty20
27,27,21,2,1,128.57,4,caught,1,v RR,Wankhede,1 May 2015,Twenty20
26,25,20,2,0,130.00,3,caught,1,v Kings XI,Mohali,3 May 2015,Twenty20
46,108,37,2,3,124.32,4,bowled,2,v Daredevils,Wankhede,5 May 2015,Twenty20
18,29,22,0,0,81.81,3,caught,2,v CSK,Chennai,8 May 2015,Twenty20
15,20,13,1,1,115.38,3,caught,2,v RCB,Wankhede,10 May 2015,Twenty20
30,40,21,5,0,142.85,3,bowled,1,v KKR,Wankhede,14 May 2015,Twenty20
7*,1,2,0,1,350.00,3,not out,2,v SRH,Hyderabad,17 May 2015,Twenty20
19,24,14,1,1,135.71,3,caught,1,v CSK,Wankhede,19 May 2015,Twenty20
50,50,26,6,2,192.30,3,caught,1,v CSK,Eden Gardens,24 May 2015,Twenty20
106,79,66,12,5,160.60,1,caught,1,v South Africa,Dharamsala,2 Oct 2015,T20I # 456
22,40,24,2,0,91.66,1,run out,1,v South Africa,Cuttack,5 Oct 2015,T20I # 457
31,21,20,4,1,155.00,1,caught,1,v Australia,Adelaide,26 Jan 2016,T20I # 485
60,69,47,5,2,127.65,1,run out,1,v Australia,Melbourne,29 Jan 2016,T20I # 486
52,57,38,5,1,136.84,1,caught,2,v Australia,Sydney,31 Jan 2016,T20I # 489
0,2,2,0,0,0.00,1,caught,1,v Sri Lanka,Pune,9 Feb 2016,T20I # 496
43,-,36,2,1,119.44,1,caught,1,v Sri Lanka,Ranchi,12 Feb 2016,T20I # 497
13,-,13,1,1,100.00,1,lbw,2,v Sri Lanka,Visakhapatnam,14 Feb 2016,T20I # 499
83,90,55,7,3,150.90,1,caught,1,v Bangladesh,Mirpur,24 Feb 2016,T20I # 509
0,2,2,0,0,0.00,1,lbw,2,v Pakistan,Mirpur,27 Feb 2016,T20I # 512
15,15,14,3,0,107.14,2,caught,2,v Sri Lanka,Mirpur,1 Mar 2016,T20I # 515
39,26,28,7,1,139.28,1,caught,2,v U.A.E.,Mirpur,3 Mar 2016,T20I # 517
1,8,5,0,0,20.00,1,caught,2,v Bangladesh,Mirpur,6 Mar 2016,T20I # 521
5,-,7,0,0,71.42,1,stumped,2,v New Zealand,Nagpur,15 Mar 2016,T20I # 535
10,11,11,2,0,90.90,1,caught,2,v Pakistan,Eden Gardens,19 Mar 2016,T20I # 541
18,29,16,1,1,112.50,1,caught,1,v Bangladesh,Bengaluru,23 Mar 2016,T20I # 547
12,25,17,1,0,70.58,1,bowled,2,v Australia,Mohali,27 Mar 2016,T20I # 553
43,29,31,3,3,138.70,1,lbw,1,v West Indies,Wankhede,31 Mar 2016,T20I # 556
7,6,5,1,0,140.00,2,lbw,1,v Supergiants,Wankhede,9 Apr 2016,Twenty20
84*,93,54,10,2,155.55,1,not out,2,v KKR,Eden Gardens,13 Apr 2016,Twenty20
7,6,9,1,0,77.77,1,caught,1,v Guj Lions,Wankhede,16 Apr 2016,Twenty20
5,13,8,0,0,62.50,4,run out,1,v SRH,Hyderabad,18 Apr 2016,Twenty20
62,66,44,4,3,140.90,1,caught,2,v RCB,Wankhede,20 Apr 2016,Twenty20
65,97,48,7,1,135.41,1,run out,2,v Daredevils,Delhi,23 Apr 2016,Twenty20
0,1,2,0,0,0.00,1,caught,1,v Kings XI,Mohali,25 Apr 2016,Twenty20
68*,86,49,8,2,138.77,1,not out,2,v KKR,Wankhede,28 Apr 2016,Twenty20
85*,82,60,8,3,141.66,1,not out,2,v Supergiants,Pune,1 May 2016,Twenty20
5,5,3,1,0,166.66,1,bowled,2,v SRH,Visakhapatnam,8 May 2016,Twenty20
25,45,24,3,0,104.16,1,caught,2,v RCB,Bengaluru,11 May 2016,Twenty20
15,40,24,1,0,62.50,1,bowled,1,v Kings XI,Visakhapatnam,13 May 2016,Twenty20
31,31,21,1,3,147.61,1,caught,1,v Daredevils,Visakhapatnam,15 May 2016,Twenty20
30,16,17,4,2,176.47,1,caught,1,v Guj Lions,Kanpur,21 May 2016,Twenty20
62,54,28,4,4,221.42,1,caught,2,v West Indies,Lauderhill,27 Aug 2016,T20I # 562
10*,9,8,0,1,125.00,1,not out,2,v West Indies,Lauderhill,28 Aug 2016,T20I # 563
3,9,7,0,0,42.85,3,bowled,1,v Supergiant,Pune,6 Apr 2017,Twenty20
2,6,6,0,0,33.33,4,lbw,2,v KKR,Wankhede,9 Apr 2017,Twenty20
4,8,4,0,0,100.00,3,lbw,2,v SRH,Wankhede,12 Apr 2017,Twenty20
0,5,2,0,0,0.00,3,bowled,2,v RCB,Bengaluru,14 Apr 2017,Twenty20
40*,51,29,3,1,137.93,4,not out,2,v Guj Lions,Wankhede,16 Apr 2017,Twenty20
DNB,-,-,-,-,-,-,-,2,v Kings XI,Indore,20 Apr 2017,Twenty20
5,16,9,0,0,55.55,4,caught,1,v Daredevils,Wankhede,22 Apr 2017,Twenty20
58,61,39,6,3,148.71,4,caught,2,v Supergiant,Wankhede,24 Apr 2017,Twenty20
5,16,13,0,0,38.46,4,caught,2,v Guj Lions,Rajkot,29 Apr 2017,Twenty20
56*,65,37,6,1,151.35,4,not out,2,v RCB,Wankhede,1 May 2017,Twenty20
10,14,6,1,0,166.66,4,caught,1,v Daredevils,Delhi,6 May 2017,Twenty20
67,66,45,6,2,148.88,4,bowled,1,v SRH,Hyderabad,8 May 2017,Twenty20
5,10,7,0,0,71.42,4,caught,2,v Kings XI,Wankhede,11 May 2017,Twenty20
27,27,21,4,1,128.57,3,lbw,1,v KKR,Eden Gardens,13 May 2017,Twenty20
1,4,2,0,0,50.00,3,lbw,2,v Supergiant,Wankhede,16 May 2017,Twenty20
26,42,24,1,1,108.33,4,caught,2,v KKR,Bengaluru,19 May 2017,Twenty20
24,36,22,4,0,109.09,4,caught,1,v Supergiant,Hyderabad,21 May 2017,Twenty20
9,-,8,1,0,112.50,1,caught,2,v Sri Lanka,Colombo (RPS),6 Sep 2017,T20I # 618
11,5,7,1,1,157.14,1,bowled,2,v Australia,Ranchi,7 Oct 2017,T20I # 623
8,3,4,2,0,200.00,1,lbw,1,v Australia,Guwahati,10 Oct 2017,T20I # 624
80,85,55,6,4,145.45,1,caught,1,v New Zealand,Delhi,1 Nov 2017,T20I # 630
5,9,6,1,0,83.33,1,caught,2,v New Zealand,Rajkot,4 Nov 2017,T20I # 631
8,11,9,1,0,88.88,1,caught,1,v New Zealand,Thiruvananthapuram,7 Nov 2017,T20I # 632
17,21,13,2,0,130.76,1,caught,1,v Sri Lanka,Cuttack,20 Dec 2017,T20I # 633
118,61,43,12,10,274.41,1,caught,1,v Sri Lanka,Indore,22 Dec 2017,T20I # 634
27,31,20,4,1,135.00,1,caught,2,v Sri Lanka,Wankhede,24 Dec 2017,T20I # 635
21,8,9,2,2,233.33,1,caught,1,v South Africa,Johannesburg,18 Feb 2018,T20I # 652
0,5,1,0,0,0.00,2,lbw,1,v South Africa,Centurion,21 Feb 2018,T20I # 654
11,9,8,2,0,137.50,1,lbw,1,v South Africa,Cape Town,24 Feb 2018,T20I # 655
0,-,4,0,0,0.00,1,caught,1,v Sri Lanka,Colombo (RPS),6 Mar 2018,T20I # 656
17,-,13,3,0,130.76,1,bowled,2,v Bangladesh,Colombo (RPS),8 Mar 2018,T20I # 657
11,-,7,1,1,157.14,1,caught,2,v Sri Lanka,Colombo (RPS),12 Mar 2018,T20I # 659
89,-,61,5,5,145.90,1,run out,1,v Bangladesh,Colombo (RPS),14 Mar 2018,T20I # 660
56,-,42,4,3,133.33,2,caught,2,v Bangladesh,Colombo (RPS),18 Mar 2018,T20I # 662
15,-,18,1,1,83.33,1,caught,1,v CSK,Wankhede,7 Apr 2018,Twenty20
11,-,10,1,1,110.00,1,caught,1,v SRH,Hyderabad,12 Apr 2018,Twenty20
18,-,15,2,0,120.00,4,caught,1,v Daredevils,Wankhede,14 Apr 2018,Twenty20
94,-,52,10,5,180.76,4,caught,1,v RCB,Wankhede,17 Apr 2018,Twenty20
0,-,1,0,0,0.00,5,run out,1,v RR,Jaipur,22 Apr 2018,Twenty20
2,-,6,0,0,33.33,4,caught,2,v SRH,Wankhede,24 Apr 2018,Twenty20
56*,-,33,6,2,169.69,3,not out,2,v CSK,Pune,28 Apr 2018,Twenty20
0,-,1,0,0,0.00,4,caught,2,v RCB,Bengaluru,1 May 2018,Twenty20
24*,-,15,1,2,160.00,5,not out,2,v Kings XI,Indore,4 May 2018,Twenty20
11,-,11,1,0,100.00,3,caught,1,v KKR,Wankhede,6 May 2018,Twenty20
36,-,31,2,1,116.12,3,caught,1,v KKR,Eden Gardens,9 May 2018,Twenty20
0,-,1,0,0,0.00,3,caught,1,v RR,Wankhede,13 May 2018,Twenty20
6,-,10,0,0,60.00,4,caught,1,v Kings XI,Wankhede,16 May 2018,Twenty20
13,-,11,1,0,118.18,5,caught,2,v Daredevils,Delhi,20 May 2018,Twenty20
97,87,61,8,5,159.01,1,bowled,1,v Ireland,Dublin (Malahide),27 Jun 2018,T20I # 678
0,-,2,0,0,0.00,4,caught,1,v Ireland,Dublin (Malahide),29 Jun 2018,T20I # 680
32,-,30,3,1,106.66,2,caught,2,v England,Manchester,3 Jul 2018,T20I # 684
5,-,9,1,0,55.55,1,caught,1,v England,Cardiff,6 Jul 2018,T20I # 688
